verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
pants-fire,Facebook posts,"Says CNN President Jeff Zucker ordered employees to downplay Bill Clinton’s relationship with Jeffrey Epstein and make it look like Epstein was ""Trump’s partner in all of this.""",8/14/2019,social_media,Samantha Putterman,8/16/2019,https://www.politifact.com/factchecks/2019/aug/16/facebook-posts/no-cnn-president-jeff-zucker-didnt-order-employees/
mostly-false,Dana Milbank,"""Americans admire Glenn Beck more than they admire the pope.""",1/3/2010,news,Louis Jacobson,1/4/2010,https://www.politifact.com/factchecks/2010/jan/04/dana-milbank/milbank-says-americans-admire-glenn-beck-more-they/
false,Viral image,"""Schools banning Dr. Seuss books.""",3/3/2021,social_media,Ciara O'Rourke,3/10/2021,https://www.politifact.com/factchecks/2021/mar/10/viral-image/no-schools-arent-banning-seuss-books/
mostly-true,Bill Clinton,"Says Hillary Clinton tripled the number of people with AIDS whose ""lives are being saved .. and it did not cost you any more money.""",7/26/2016,blog,Jon Greenberg,8/10/2016,https://www.politifact.com/factchecks/2016/aug/10/bill-clinton/bill-clinton-hillary-tripled-aids-treatment-withou/
mostly-true,Bobby Scott,"Republicans ""created a trillion dollar prescription drug entitlement program without paying for it.""",11/16/2010,other,Wes Hester,12/7/2010,https://www.politifact.com/factchecks/2010/dec/07/bobby-scott/bobby-scott-says-republicans-created-1-trillion-pr/
mostly-false,Terry McAuliffe,"If the legislature refuses to expand Medicaid, ""27 states are going to get our money – Virginia taxpayer money – into their states to provide health care for their citizens, paid for by us.""",2/26/2014,radio,Nancy Madsen,3/31/2014,https://www.politifact.com/factchecks/2014/mar/31/terry-mcauliffe/mcauliffe-says-legislatures-refusal-expand-medicai/
mostly-true,Hillary Clinton,"Says Donald Trump is ""on record extensively supporting (the) intervention in Libya.""",9/7/2016,meeting,Jon Greenberg,9/7/2016,https://www.politifact.com/factchecks/2016/sep/08/hillary-clinton/clinton-says-trump-supported-intervention-libya/
mostly-false,Mitt Romney,"""Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.""",2/4/2012,speech,Molly Moorhead,2/8/2012,https://www.politifact.com/factchecks/2012/feb/08/mitt-romney/mitt-romney-says-president-promised-peak-8-percent/
mostly-true,John Kasich,"""Ohio ranks 46th in the country in putting dollars in the classroom.""",11/3/2010,news,Reginald Fields,11/30/2010,https://www.politifact.com/factchecks/2010/nov/30/john-kasich/gov-elect-john-kasich-says-ohios-classroom-educati/
mostly-true,Rick Perry,"""My home state since June of 2009 created 40 percent of the new jobs in America.""",9/30/2011,speech,Eric Stirgus,10/4/2011,https://www.politifact.com/factchecks/2011/oct/04/rick-perry/perry-right-texas-job-growth/
true,The Gateway Pundit,"""Migrant mother and ‘crying girl’ on Time cover never separated.""",6/21/2018,news,Amy Sherman,6/25/2018,https://www.politifact.com/factchecks/2018/jun/25/gateway-pundit/immigrant-girl-time-cover-wasnt-separated-mother/
mostly-false,Jay Goyal,Says there are more federal dollars in Gov. John Kasich's budget plan than in the previous state budget.,5/5/2011,speech,Aaron Marshall,5/18/2011,https://www.politifact.com/factchecks/2011/may/18/jay-goyal/state-rep-jay-goyal-says-new-kasich-budget-plan-us/
pants-fire,Newt Gingrich,"People can use food stamps ""for anything,"" including ""to go to Hawaii,"" and even millionaires can qualify.",11/30/2011,speech,Louis Jacobson,12/1/2011,https://www.politifact.com/factchecks/2011/dec/01/newt-gingrich/Gingrich-says-use-food-stamps-Hawaii/
mostly-true,Bill Clinton,"Says Hillary Clinton ""was completely exonerated, when I was in the White House"" by an official inquiry on Whitewater.",6/14/2015,television,Linda Qiu,6/23/2015,https://www.politifact.com/factchecks/2015/jun/23/bill-clinton/bill-clinton-says-hillary-was-completely-exonerate/
mostly-false,Rick Santorum,"In Europe, ""church attendance rates (are) in the single digits"" because churches are supported by taxes.",7/18/2011,other,Josh Rogers,7/27/2011,https://www.politifact.com/factchecks/2011/jul/27/rick-santorum/rick-santorum-says-church-attendance-single-digits/
false,Jean Schmidt,"""For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.""",4/14/2011,speech,Sabrina Eaton,4/21/2011,https://www.politifact.com/factchecks/2011/apr/21/jean-schmidt/rep-jean-schmidt-says-32-every-33-pregnant-women-w/
mostly-true,Ron Paul,"Says he ""did the very best"" in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.",2/22/2012,speech,Meghan Ashford-Grooms,3/2/2012,https://www.politifact.com/factchecks/2012/mar/02/ron-paul/ron-paul-says-he-did-best-gop-candidates-iowa-poll/
true,John McCain,"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",6/4/2008,other,Angie Drobnic Holan,6/5/2008,https://www.politifact.com/factchecks/2008/jun/05/john-mccain/hussein-did-say-he-hoped-to-get-wmd/
half-true,Chris Christie,Says he and President Barack Obama have the same position on gay marriage.,2/23/2012,news,Caryn Shinske,3/25/2012,https://www.politifact.com/factchecks/2012/mar/25/chris-christie/gov-chris-christie-says-he-and-obama-have-same-vie/
mostly-true,Mitt Romney,"Says he worked with the Democratic legislature to balance spending with revenues so that ""at the end of my four-year term, the rainy day fund was established at more than $2 billion.""",8/8/2011,speech,Josh Rogers,8/16/2011,https://www.politifact.com/factchecks/2011/aug/16/mitt-romney/mitt-romney-said-governor-he-built-rainy-day-fund/
mostly-false,John Nygren,"Says Gov. Tony Evers ""proposed raising taxes on the agriculture industry to pay for expanded welfare programs.""",1/22/2020,news,Eric Litke,2/14/2020,https://www.politifact.com/factchecks/2020/feb/14/john-nygren/nygren-claim-tony-evers-agriculture-dairy-taxes/
false,Rick Scott,"""The latest with the Durham report is that the Clinton campaign … actually spied on the president of the United States.""",2/15/2022,statement,Jon Greenberg,2/21/2022,https://www.politifact.com/factchecks/2022/feb/21/rick-scott/durham-filing-scott-exaggerates-proof-clinton-camp/
false,Rick Scott,"Alex Sink wants to ""cut Medicare.""",9/1/2010,statement,Aaron Sharockman,9/2/2010,https://www.politifact.com/factchecks/2010/sep/02/rick-scott/rick-scott-says-alex-sink-wants-cut-medicare/
mostly-true,Genevieve Wood,"""Young women today in metropolitan areas"" who are childless and single are out-earning childless, single young males.",4/8/2014,television,Aaron Sharockman,4/9/2014,https://www.politifact.com/factchecks/2014/apr/09/genevieve-wood/what-pay-gap-young-women-out-earn-men-cities-gop-p/
false,Thomas Sowell,"The Obama administration ""was successful in rushing a massive spending bill through Congress in just two days — after which it sat on the president's desk for three days, while he was away on vacation.""",9/8/2009,news,Ian Jannetta,9/15/2009,https://www.politifact.com/factchecks/2009/sep/15/thomas-sowell/sowell-claims-stimulus-was-rushed-through-congress/
mostly-false,JoAnne Kloppenburg,"""There are legitimate and widespread anomalies, and widespread questions about the conduct of (the Wisconsin Supreme Court) election, most visibly in Waukesha County, but also in counties around the state.""",4/20/2011,news,Dave Umhoefer,4/29/2011,https://www.politifact.com/factchecks/2011/apr/29/joanne-kloppenburg/joanne-kloppenburg-says-anomalies-were-widespread-/
false,Facebook posts,"""Nicole Kidman ‘blacklisted’ from Hollywood for vowing to support president.""",1/22/2017,social_media,Ciara O'Rourke,1/13/2020,https://www.politifact.com/factchecks/2020/jan/13/facebook-posts/no-evidence-nicole-kidman-blacklisted-comments-abo/
half-true,John Cox,"""Fully half the people — our research is showing half the people — in (California) want to leave.""",7/30/2018,news,Chris Nichols,9/6/2018,https://www.politifact.com/factchecks/2018/sep/06/john-cox/john-coxs-exaggerated-claim-half-people-want-leave/
false,National Republican Congressional Committee,"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",7/5/2011,news,Sabrina Eaton,7/19/2011,https://www.politifact.com/factchecks/2011/jul/19/national-republican-congressional-committee/NRCC-stimulus-278k-per-job/
true,David Sweetser,"Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",1/3/2016,news,Mark Reynolds,1/17/2016,https://www.politifact.com/factchecks/2016/jan/17/david-sweetser/superman-developer-why-he-needs-subsidies/
pants-fire,Vincent Fort,"""If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.""",10/29/2011,news,Eric Stirgus,11/8/2011,https://www.politifact.com/factchecks/2011/nov/08/vincent-fort/were-atlantas-tactics-similar-bull-connor/
half-true,Lamar Alexander,"The health care bill ""dumps 15 to 18 million low-income Americans into a Medicaid program that none of us want to be a part of because 50 percent of doctors won't see new patients.""",2/25/2010,other,Catharine Richert,3/1/2010,https://www.politifact.com/factchecks/2010/mar/01/lamar-alexander/health-care-reform-expand-Medicaid-doctors/
half-true,American Crossroads,"""As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first"" by serving as DNC chairman during the last year of his governorship.",6/13/2012,advertisement,Sean Gorman,6/22/2012,https://www.politifact.com/factchecks/2012/jun/22/american-crossroads/american-crossroads-says-virginia-lost-65000-jobs-/
false,Scott Perry,"The coronavirus ""was constructed in the Wuhan Institute of Virology.""",10/17/2020,news,Tom Kertscher,10/26/2020,https://www.politifact.com/factchecks/2020/oct/26/scott-perry/pa-rep-scott-perry-airs-debunked-claim-wuhan-lab-c/
pants-fire,Donald Trump,"Says before he planned a rally on June 19 ""nobody had ever heard of"" Juneteenth.",6/17/2020,news,Jon Greenberg,6/18/2020,https://www.politifact.com/factchecks/2020/jun/18/donald-trump/donald-trumps-pants-fire-claim-nobody-had-heard-ju/
half-true,Charlie Crist,"Republicans included ""the Akin amendment in the Republican Party platform, which bans abortion, even for rape victims.""",8/26/2012,news,Jon Greenberg,8/27/2012,https://www.politifact.com/factchecks/2012/aug/27/charlie-crist/crist-gop-platform-bans-abortion-even-cases-rape/
false,Facebook posts,"""The NAACP has received credible information that some of the white nationalist groups … will be looking to snatch black men and boys and hang them, shoot them, torture them and kill them.""",11/6/2020,social_media,Ciara O'Rourke,11/7/2020,https://www.politifact.com/factchecks/2020/nov/07/facebook-posts/no-naacp-didnt-warn-about-white-nationalist-groups/
half-true,Patrick Morrisey,"Says Joe Manchin displayed an ""unwillingness to change the failed Obamacare.""",5/11/2018,radio,Louis Jacobson,5/15/2018,https://www.politifact.com/factchecks/2018/may/15/patrick-morrisey/patrick-morrisey-says-joe-manchin-wont-budge-obama/
true,Alex Sink,"""Florida’s high school graduation rate falls well below the national average.""",7/8/2010,campaign,Cristina Silva,7/8/2010,https://www.politifact.com/factchecks/2010/jul/08/alex-sink/alex-sink-says-floridas-grad-rates-are-low/
mostly-false,Kevin Nicholson,"""The use of ballot drop boxes and ballot harvesting is illegal.""",1/28/2022,social_media,D.L. Davis,2/11/2022,https://www.politifact.com/factchecks/2022/feb/11/kevin-nicholson/wisconsin-gop-gubernatorial-candidate-kevin-nichol/
false,Ken Cuccinelli,"Says Terry McAuliffe ""opposes"" Virginia’s right-to-work law.",6/21/2013,radio,Warren Fiske,7/3/2013,https://www.politifact.com/factchecks/2013/jul/03/ken-cuccinelli/cuccinelli-says-mcauliffe-opposes-virginias-right-/
true,Jamie Nadler,"""Small trials"" to test convalescent plasma therapy for coronavirus patients ""seem to have had some degree of success.""",4/14/2020,news,Jaren Holmes,4/29/2020,https://www.politifact.com/factchecks/2020/apr/29/jamie-nadler/convalescent-plasma-therapy-showing-promise-agains/
true,Scott Walker,"""Since taking office, we have enacted more than $8 billion in cumulative tax relief.""",5/31/2018,social_media,Tom Kertscher,6/22/2018,https://www.politifact.com/factchecks/2018/jun/22/scott-walker/scott-walkers-big-re-election-tax-cut-tout-8-billi/
mostly-true,Nate McMurray,"Congressional candidate Chris Jacobs ""voted against paid leave for COVID-19.""",4/8/2020,social_media,Meghan Hall,5/6/2020,https://www.politifact.com/factchecks/2020/may/06/nathan-mcmurray/nate-mcmurray-target-tweet-about-chris-jacobs-sick/
false,Sarah Huckabee Sanders,"""President Trump in his first year and a half has already tripled what President Obama did (for African-American employment) in eight years.""",8/14/2018,news,Louis Jacobson,8/15/2018,https://www.politifact.com/factchecks/2018/aug/15/sarah-huckabee-sanders/white-house-base-comparing-african-american-job-gr/
mostly-false,Facebook posts,"""We have 76% of Americans living paycheck to paycheck, meaning they are one paycheck away from poverty.""",4/28/2022,social_media,Madison Czopek,5/16/2022,https://www.politifact.com/factchecks/2022/may/16/facebook-posts/though-many-americans-live-paycheck-paycheck-some-/
mostly-true,Chapel Hill,"The UNC athletic director’s $705,000 salary was ""not at market. Not even close.""",11/3/2017,meeting,Paul Specht,2/8/2018,https://www.politifact.com/factchecks/2018/feb/08/university-north-carolina/705k-below-market-rate-ncaa-athletic-director/
half-true,Ted Cruz,"Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey ""we are coming because we’ve been promised amnesty.""",6/23/2014,news,W. Gardner Selby,6/29/2014,https://www.politifact.com/factchecks/2014/jun/29/ted-cruz/ted-cruz-accurately-recaps-survey-result-indicatin/
mostly-false,Environment New Jersey,"""Hurricane Sandy, the most destructive Atlantic storm ever.""",12/18/2012,blog,Caryn Shinske,1/6/2013,https://www.politifact.com/factchecks/2013/jan/06/environment-new-jersey/environment-new-jersey-claims-sandy-most-destructi/
pants-fire,Viral image,"Says Kobe Bryant tweeted, ""I have information that will lead to the arrest of Hillary Clinton.""",1/26/2020,social_media,Ciara O'Rourke,1/27/2020,https://www.politifact.com/factchecks/2020/jan/27/viral-image/no-kobe-bryant-didnt-tweet-about-having-dirt-hilla/
